;Station;number_of_events;mean_max_deficit;mean_duration;max_max_deficit;max_duration;winter_number_of_events;winter_mean_max_deficit;winter_mean_duration;winter_max_max_deficit;winter_max_duration;spring_number_of_events;spring_mean_max_deficit;spring_mean_duration;spring_max_max_deficit;spring_max_duration;summer_number_of_events;summer_mean_max_deficit;summer_mean_duration;summer_max_max_deficit;summer_max_duration;autumn_number_of_events;autumn_mean_max_deficit;autumn_mean_duration;autumn_max_max_deficit;autumn_max_duration
0;6335050;844;218.94455603063398;10.734597156398104;962.0;31;223;231.66766629297462;10.27354260089686;723.0562500000001;31;214;260.6594698124069;10.350467289719626;962.0;31;217;217.75291858678958;10.460829493087557;848.45;31;190;158.38845175438598;12.021052631578947;650.2;31
1;6340180;900;50.52879101851852;10.163333333333334;282.8;31;227;48.72052973568283;10.14977973568282;197.78333333333336;31;205;83.20665650406505;10.882926829268293;282.8;31;224;39.85289248511905;10.316964285714286;180.2;31;244;34.557127732240424;9.430327868852459;117.19999999999999;31
