;ID;duration;time_deta;mean_deficit;max_deficit;sum_deficit;list_deficit;Qmin;start_date;start_year;start_month;max_date;max_month;end_date;Station;River
566;566;1;157;1.849999999999909;1.849999999999909;1.849999999999909;[1.849999999999909];1360;1986-08-12;1986;8;1986-08-13;8;1986-08-13;6335050;RHINE RIVER
567;567;13;57;62.3442307692308;136.0;810.4750000000004;[0.9437500000001364, 6.0, 5.0, 29.6875, 38.0, 61.0, 60.0, 79.0, 110.36875000000009, 119.0, 136.0, 105.32500000000005, 60.15000000000009];904;1986-10-09;1986;10;1986-11-01;11;1986-10-22;6335050;RHINE RIVER
568;568;4;52;33.0;60.0;132.0;[6.0, 46.0, 60.0, 20.0];1190;1986-12-13;1986;12;1986-12-19;12;1986-12-17;6335050;RHINE RIVER
569;569;7;46;127.71428571428571;198.0;894.0;[36.0, 100.0, 186.0, 198.0, 176.0, 158.0, 40.0];1260;1987-02-01;1987;2;1987-02-11;2;1987-02-08;6335050;RHINE RIVER
570;570;1;723;8.0;8.0;8.0;[8.0];1400;1989-01-31;1989;1;1989-01-31;1;1989-02-01;6335050;RHINE RIVER
571;571;16;0;138.625;216.0;2218.0;[76.0, 100.0, 126.0, 128.0, 126.0, 128.0, 110.0, 126.0, 100.0, 116.0, 174.0, 196.0, 210.0, 216.0, 180.0, 106.0];1220;1989-02-01;1989;2;1989-03-02;3;1989-02-17;6335050;RHINE RIVER
572;572;18;116;264.9880787037037;400.0;4769.785416666667;[17.558333333333394, 78.0, 110.0, 188.25, 281.13541666666674, 308.0, 324.0, 360.0, 400.0, 366.0, 340.0, 304.7416666666668, 268.32500000000005, 265.8208333333332, 278.5999999999999, 297.35416666666674, 310.0, 272.0];1270;1989-06-13;1989;6;1989-07-08;7;1989-07-01;6335050;RHINE RIVER
573;573;5;0;178.49708333333336;266.0;892.4854166666669;[266.0, 186.0, 168.0, 173.00833333333344, 99.47708333333344];1370;1989-07-01;1989;7;1989-07-06;7;1989-07-06;6335050;RHINE RIVER
574;574;2;85;17.765625;20.0;35.53125;[20.0, 15.53125];1060;1989-09-29;1989;9;1989-09-30;9;1989-10-01;6335050;RHINE RIVER
575;575;6;1;31.345833333333342;65.0;188.07500000000005;[6.0, 6.0, 42.075000000000045, 48.0, 65.0, 21.0];971;1989-10-02;1989;10;1989-10-12;10;1989-10-08;6335050;RHINE RIVER
576;576;2;46;4.443750000000023;6.0;8.887500000000045;[6.0, 2.8875000000000455];1060;1989-11-23;1989;11;1989-11-25;11;1989-11-25;6335050;RHINE RIVER
577;577;4;2;60.02812499999999;118.08124999999995;240.11249999999995;[6.0, 46.03125, 70.0, 118.08124999999995];966;1989-11-27;1989;11;1989-12-03;12;1989-12-01;6335050;RHINE RIVER
578;578;15;0;299.6094444444444;394.5250000000001;4494.141666666666;[161.79999999999995, 195.0, 247.0, 283.0, 282.81666666666683, 294.0, 318.0, 324.0, 329.0, 349.0, 361.0, 394.5250000000001, 371.0, 364.0, 220.0];851;1989-12-01;1989;12;1989-12-27;12;1989-12-16;6335050;RHINE RIVER
579;579;17;23;236.0683823529412;344.0;4013.1625000000004;[24.0, 56.00833333333344, 56.0, 186.0, 185.0250000000001, 300.0, 338.0, 340.0, 344.0, 250.0, 342.75, 284.0, 289.4375, 287.9416666666666, 328.0, 286.0, 116.0];1130;1990-01-08;1990;1;1990-02-02;2;1990-01-25;6335050;RHINE RIVER
580;580;1;17;54.0;54.0;54.0;[54.0];1360;1990-02-11;1990;2;1990-02-12;2;1990-02-12;6335050;RHINE RIVER
581;581;9;56;70.63518518518516;140.0;635.7166666666665;[52.0, 57.5333333333333, 74.86458333333326, 88.0, 140.0, 90.71041666666656, 48.60833333333335, 76.0, 8.0];1480;1990-04-09;1990;4;1990-04-22;4;1990-04-18;6335050;RHINE RIVER
582;582;6;17;62.38090277777773;96.3166666666666;374.2854166666664;[26.424999999999955, 60.0, 95.85208333333321, 96.3166666666666, 66.74166666666656, 28.950000000000045];1390;1990-05-05;1990;5;1990-05-14;5;1990-05-11;6335050;RHINE RIVER
583;583;7;7;65.76547619047619;108.0;460.35833333333335;[36.0, 58.0, 82.0, 108.0, 80.0, 58.19791666666674, 38.160416666666606];1500;1990-05-18;1990;5;1990-05-28;5;1990-05-25;6335050;RHINE RIVER
584;584;1;1;10.0;10.0;10.0;[10.0];1570;1990-05-26;1990;5;1990-05-27;5;1990-05-27;6335050;RHINE RIVER
585;585;2;64;48.0;72.0;96.0;[24.0, 72.0];1350;1990-07-30;1990;7;1990-08-01;8;1990-08-01;6335050;RHINE RIVER
586;586;2;0;82.85000000000002;120.0;165.70000000000005;[120.0, 45.700000000000045];1300;1990-08-01;1990;8;1990-08-03;8;1990-08-03;6335050;RHINE RIVER
587;587;28;1;145.65074404761907;239.20000000000005;4078.2208333333338;[28.0, 41.041666666666515, 70.0, 136.2750000000001, 178.0, 205.22291666666683, 217.6208333333334, 204.45000000000005, 221.8499999999999, 239.20000000000005, 223.95416666666665, 218.0, 108.44583333333344, 88.0, 84.0, 62.0, 75.96875, 118.52500000000009, 113.15625, 90.9333333333334, 121.57500000000005, 156.00833333333344, 190.0, 176.0, 209.1875, 200.0, 166.15625, 134.6500000000001];1040;1990-08-04;1990;8;1990-09-09;9;1990-09-01;6335050;RHINE RIVER
588;588;1;7;12.0;12.0;12.0;[12.0];1180;1990-09-08;1990;9;1990-09-09;9;1990-09-09;6335050;RHINE RIVER
589;589;10;6;100.141875;137.33124999999995;1001.41875;[47.575000000000045, 99.49166666666679, 123.0, 121.0, 118.0, 110.0, 127.02083333333326, 137.33124999999995, 102.0, 16.0];930;1990-09-15;1990;9;1990-10-02;10;1990-09-25;6335050;RHINE RIVER
590;590;8;26;41.751041666666694;77.11249999999995;334.00833333333355;[0.15000000000009095, 19.70416666666665, 28.0, 56.0, 54.200000000000045, 66.75833333333344, 77.11249999999995, 32.08333333333337];942;1990-10-21;1990;10;1990-11-04;11;1990-10-29;6335050;RHINE RIVER
591;591;18;101;125.5298611111111;228.2520833333333;2259.5375;[10.0, 66.0, 70.0, 56.0, 94.0, 96.0, 120.0, 126.0, 160.0, 156.0, 130.0, 88.0, 105.73749999999995, 172.0, 206.70000000000005, 228.2520833333333, 216.29791666666665, 158.54999999999995];1240;1991-02-07;1991;2;1991-03-12;3;1991-02-25;6335050;RHINE RIVER
592;592;24;41;214.84105902777776;320.0;5156.185416666666;[99.23333333333335, 90.0, 92.0, 57.5333333333333, 84.86458333333326, 108.0, 210.0, 210.71041666666656, 258.60833333333335, 306.0, 318.0, 320.0, 308.66666666666674, 292.875, 276.75, 228.67291666666665, 231.49166666666656, 244.0, 230.0, 213.70000000000005, 211.5999999999999, 245.47916666666652, 248.0, 270.0];1170;1991-04-07;1991;4;1991-05-11;5;1991-05-01;6335050;RHINE RIVER
593;593;3;0;130.9104166666667;268.26666666666665;392.73125000000005;[268.26666666666665, 100.0, 24.464583333333394];1200;1991-05-01;1991;5;1991-05-04;5;1991-05-04;6335050;RHINE RIVER
594;594;7;4;138.0910714285714;246.0;966.6374999999998;[16.316666666666606, 56.74166666666656, 118.95000000000005, 169.2125000000001, 227.41666666666652, 246.0, 132.0];1260;1991-05-08;1991;5;1991-05-20;5;1991-05-15;6335050;RHINE RIVER
595;595;5;12;101.59041666666667;166.0;507.95208333333335;[39.95208333333335, 68.0, 98.0, 136.0, 166.0];1370;1991-05-27;1991;5;1991-06-04;6;1991-06-01;6335050;RHINE RIVER
596;596;12;0;207.95277777777778;343.8333333333335;2495.4333333333334;[208.0, 240.0, 261.5999999999999, 288.0, 340.0, 343.8333333333335, 270.0, 188.0, 150.0, 80.0, 80.0, 46.0];1240;1991-06-01;1991;6;1991-06-18;6;1991-06-13;6335050;RHINE RIVER
597;597;6;1;69.89756944444446;148.0;419.38541666666674;[8.0, 10.0, 68.25, 141.13541666666674, 148.0, 44.0];1540;1991-06-14;1991;6;1991-06-24;6;1991-06-20;6335050;RHINE RIVER
598;598;18;55;145.69780092592595;281.6500000000001;2622.560416666667;[33.95416666666665, 48.0, 38.44583333333344, 48.0, 74.0, 92.0, 125.96875, 158.5250000000001, 163.15625, 150.9333333333334, 151.57500000000005, 156.00833333333344, 160.0, 176.0, 229.1875, 260.0, 275.15625, 281.6500000000001];963;1991-08-14;1991;8;1991-09-17;9;1991-09-01;6335050;RHINE RIVER
599;599;29;0;250.72780172413792;365.0;7271.10625;[298.0, 309.0, 304.0, 323.0, 346.0958333333333, 346.9375, 359.0, 341.0, 331.0, 356.0, 365.0, 339.13750000000005, 310.51666666666665, 267.0, 227.57500000000005, 205.4916666666668, 195.0, 236.0, 257.0, 246.0, 237.02083333333326, 248.33124999999995, 253.0, 248.0, 182.0, 46.0, 18.0, 36.0, 40.0];797;1991-09-01;1991;9;1991-10-10;10;1991-09-30;6335050;RHINE RIVER
600;600;5;27;29.16391666666666;54.48000000000002;145.8195833333333;[9.112499999999955, 16.08333333333337, 31.987499999999955, 34.15625, 54.48000000000002];905;1991-10-27;1991;10;1991-11-04;11;1991-11-01;6335050;RHINE RIVER
601;601;5;0;81.98208333333335;109.0625;409.9104166666667;[99.80000000000007, 100.2791666666667, 109.0625, 56.0, 44.768749999999955];889;1991-11-01;1991;11;1991-11-08;11;1991-11-06;6335050;RHINE RIVER
602;602;16;28;234.6463541666667;393.0;3754.341666666667;[24.0, 69.81666666666683, 92.0, 126.0, 156.0, 186.0, 224.0, 273.0, 319.5250000000001, 297.0, 344.0, 350.0, 380.0, 393.0, 334.0, 186.0];873;1991-12-04;1991;12;1992-01-02;1;1991-12-20;6335050;RHINE RIVER
603;603;11;32;156.17651515151513;308.0;1717.9416666666666;[7.941666666666606, 28.0, 36.0, 56.0, 156.0, 148.0, 154.0, 224.0, 292.0, 308.0, 308.0];1100;1992-01-21;1992;1;1992-02-09;2;1992-02-01;6335050;RHINE RIVER
604;604;7;0;336.2857142857143;416.0;2354.0;[356.0, 390.0, 416.0, 408.0, 376.0, 308.0, 100.0];1050;1992-02-01;1992;2;1992-02-10;2;1992-02-08;6335050;RHINE RIVER
605;605;12;24;177.58680555555557;327.85833333333335;2131.041666666667;[1.25, 18.0, 116.0, 154.23333333333335, 181.4416666666666, 176.0, 268.25833333333344, 300.0, 320.0, 327.85833333333335, 260.0, 8.0];1230;1992-03-03;1992;3;1992-03-24;3;1992-03-15;6335050;RHINE RIVER
606;606;8;145;112.28723958333336;171.8499999999999;898.2979166666669;[38.0, 75.22291666666683, 127.6208333333334, 164.45000000000005, 171.8499999999999, 159.20000000000005, 123.95416666666665, 38.0];1190;1992-08-07;1992;8;1992-08-19;8;1992-08-15;6335050;RHINE RIVER
607;607;8;2;65.27083333333337;138.5250000000001;522.166666666667;[24.0, 42.0, 95.96875, 138.5250000000001, 103.15625, 20.933333333333394, 31.575000000000045, 66.00833333333344];1150;1992-08-17;1992;8;1992-08-28;8;1992-08-25;6335050;RHINE RIVER
608;608;6;1;110.99895833333335;134.6500000000001;665.9937500000001;[36.0, 109.1875, 130.0, 126.15625, 134.6500000000001, 130.0];1110;1992-08-26;1992;8;1992-09-04;9;1992-09-01;6335050;RHINE RIVER
609;609;1;0;96.0;96.0;96.0;[96.0];1130;1992-09-01;1992;9;1992-09-02;9;1992-09-02;6335050;RHINE RIVER
610;610;7;22;113.50446428571429;150.53125;794.53125;[46.0, 86.0, 109.0, 127.0, 133.0, 150.53125, 143.0];907;1992-09-24;1992;9;1992-10-05;10;1992-10-01;6335050;RHINE RIVER
611;611;6;0;103.17916666666667;123.0;619.075;[123.0, 104.0, 106.07500000000005, 110.0, 109.0, 67.0];913;1992-10-01;1992;10;1992-10-07;10;1992-10-07;6335050;RHINE RIVER
612;612;1;2;6.0;6.0;6.0;[6.0];1010;1992-10-09;1992;10;1992-10-10;10;1992-10-10;6335050;RHINE RIVER
613;613;14;1;105.45967261904764;152.0;1476.435416666667;[56.6875, 83.0, 114.0, 116.0, 118.0, 140.3687500000001, 130.0, 152.0, 149.32500000000005, 150.1500000000001, 110.70416666666665, 67.0, 65.0, 24.200000000000045];880;1992-10-11;1992;10;1992-11-01;11;1992-10-25;6335050;RHINE RIVER
614;614;1;118;32.0;32.0;32.0;[32.0];1390;1993-02-20;1993;2;1993-02-21;2;1993-02-21;6335050;RHINE RIVER
615;615;2;6;52.0;58.0;104.0;[58.0, 46.0];1390;1993-02-27;1993;2;1993-02-28;2;1993-03-01;6335050;RHINE RIVER
616;616;31;0;201.94850397381953;300.0;6260.403623188406;[22.450000000000045, 70.0, 98.0, 131.25, 158.0, 216.0, 284.23333333333335, 291.4416666666666, 236.0, 248.25833333333344, 250.0, 300.0, 277.85833333333335, 270.0, 268.0, 278.0, 240.0, 220.0, 242.0250000000001, 188.125, 140.0, 106.0, 164.23125000000005, 196.0, 228.88541666666674, 206.0, 170.0, 185.1916666666666, 158.86666666666656, 177.586956521739, 238.0];1240;1993-03-01;1993;3;1993-04-11;4;1993-04-01;6335050;RHINE RIVER
617;617;10;0;235.28791666666666;298.3416666666667;2352.8791666666666;[298.3416666666667, 270.0, 294.0, 298.25, 275.52083333333326, 198.0, 239.23333333333335, 220.0, 222.0, 37.5333333333333];1240;1993-04-01;1993;4;1993-04-11;4;1993-04-11;6335050;RHINE RIVER
618;618;5;15;101.7558333333333;160.0;508.77916666666647;[23.700000000000045, 61.59999999999991, 115.47916666666652, 148.0, 160.0];1280;1993-04-26;1993;4;1993-05-04;5;1993-05-01;6335050;RHINE RIVER
619;619;14;0;131.54613095238093;218.26666666666665;1841.645833333333;[218.26666666666665, 160.0, 64.4645833333334, 100.0, 126.42499999999995, 110.0, 135.8520833333332, 136.3166666666666, 56.74166666666656, 98.95000000000005, 159.2125000000001, 197.41666666666652, 186.0, 92.0];1250;1993-05-01;1993;5;1993-05-15;5;1993-05-15;6335050;RHINE RIVER
620;620;7;3;108.62261904761905;202.0;760.3583333333333;[26.0, 118.0, 202.0, 188.0, 80.0, 108.19791666666674, 38.160416666666606];1410;1993-05-18;1993;5;1993-05-27;5;1993-05-25;6335050;RHINE RIVER
621;621;6;1;66.32534722222222;108.0;397.95208333333335;[20.0, 59.95208333333335, 108.0, 88.0, 86.0, 36.0];1440;1993-05-26;1993;5;1993-06-02;6;1993-06-01;6335050;RHINE RIVER
622;622;6;0;70.2388888888889;128.0;421.4333333333334;[8.0, 50.0, 91.59999999999991, 128.0, 110.0, 33.833333333333485];1430;1993-06-01;1993;6;1993-06-10;6;1993-06-07;6335050;RHINE RIVER
623;623;14;1;153.6388392857143;287.5583333333334;2150.9437500000004;[78.0, 120.0, 180.0, 220.0, 286.0, 287.5583333333334, 258.0, 160.0, 128.25, 111.13541666666674, 118.0, 94.0, 70.0, 40.0];1350;1993-06-08;1993;6;1993-06-27;6;1993-06-22;6335050;RHINE RIVER
624;624;6;12;59.30243055555559;121.3395833333334;355.81458333333353;[43.00833333333344, 79.47708333333344, 52.03958333333344, 53.604166666666515, 121.3395833333334, 6.345833333333303];1500;1993-07-04;1993;7;1993-07-14;7;1993-07-10;6335050;RHINE RIVER
625;625;1;2;15.650000000000091;15.650000000000091;15.650000000000091;[15.650000000000091];1610;1993-07-12;1993;7;1993-07-13;7;1993-07-13;6335050;RHINE RIVER
626;626;1;147;6.0;6.0;6.0;[6.0];1200;1993-12-07;1993;12;1993-12-08;12;1993-12-08;6335050;RHINE RIVER
627;627;12;733;124.82395833333334;196.0;1497.8875;[32.0, 65.52500000000009, 66.0, 126.0, 100.0, 130.0, 176.0, 170.0, 196.0, 192.0, 172.36249999999995, 72.0];1070;1995-12-11;1995;12;1995-12-31;12;1995-12-23;6335050;RHINE RIVER
628;628;9;31;131.33333333333334;238.0;1182.0;[16.0, 26.0, 126.0, 98.0, 104.0, 144.0, 202.0, 228.0, 238.0];1170;1996-01-23;1996;1;1996-02-08;2;1996-02-01;6335050;RHINE RIVER
629;629;14;0;335.85714285714283;386.0;4702.0;[306.0, 340.0, 386.0, 358.0, 346.0, 338.0, 330.0, 356.0, 340.0, 336.0, 374.0, 366.0, 370.0, 156.0];1030;1996-02-01;1996;2;1996-02-17;2;1996-02-15;6335050;RHINE RIVER
630;630;21;19;331.0027777777778;482.0250000000001;6951.058333333333;[36.0, 144.23333333333335, 211.4416666666666, 246.0, 318.25833333333344, 330.0, 400.0, 397.85833333333335, 400.0, 438.0, 458.0, 460.0, 440.0, 482.0250000000001, 438.125, 420.0, 386.0, 394.23125000000005, 306.0, 198.88541666666674, 46.0];1040;1996-03-05;1996;3;1996-04-08;4;1996-03-26;6335050;RHINE RIVER
631;631;27;9;248.81381172839502;350.0;6717.972916666666;[45.52083333333326, 68.0, 179.23333333333335, 180.0, 242.0, 267.5333333333333, 274.86458333333326, 288.0, 350.0, 300.71041666666656, 288.60833333333335, 256.0, 218.0, 200.0, 218.66666666666674, 232.875, 276.75, 288.67291666666665, 291.49166666666656, 314.0, 310.0, 283.70000000000005, 251.5999999999999, 255.47916666666652, 258.0, 280.0, 298.26666666666665];1150;1996-04-04;1996;4;1996-05-08;5;1996-05-01;6335050;RHINE RIVER
632;632;16;0;209.4044270833333;330.0;3350.470833333333;[330.0, 324.4645833333334, 240.0, 146.42499999999995, 110.0, 105.85208333333321, 116.3166666666666, 136.74166666666656, 208.95000000000005, 219.2125000000001, 217.41666666666652, 206.0, 242.0, 288.0, 289.0916666666667, 170.0];1140;1996-05-01;1996;5;1996-05-17;5;1996-05-17;6335050;RHINE RIVER
633;633;2;1;20.0;32.0;40.0;[8.0, 32.0];1580;1996-05-18;1996;5;1996-05-21;5;1996-05-20;6335050;RHINE RIVER
634;634;15;27;156.79847222222222;256.0;2351.977083333333;[61.13541666666674, 78.0, 134.0, 190.0, 240.0, 256.0, 200.0, 234.7416666666668, 198.32500000000005, 145.8208333333332, 68.59999999999991, 67.35416666666674, 120.0, 162.0, 196.0];1390;1996-06-16;1996;6;1996-07-05;7;1996-07-01;6335050;RHINE RIVER
635;635;9;0;227.75717592592596;309.47708333333344;2049.8145833333338;[216.0, 228.0, 283.00833333333344, 309.47708333333344, 272.03958333333344, 213.60416666666652, 201.3395833333334, 186.3458333333333, 140.0];1320;1996-07-01;1996;7;1996-07-13;7;1996-07-10;6335050;RHINE RIVER
636;636;1;20;32.0;32.0;32.0;[32.0];1390;1996-07-30;1996;7;1996-07-31;7;1996-07-31;6335050;RHINE RIVER
637;637;2;4;35.52083333333326;40.0;71.04166666666652;[31.041666666666515, 40.0];1260;1996-08-04;1996;8;1996-08-07;8;1996-08-06;6335050;RHINE RIVER
638;638;1;36;9.137500000000045;9.137500000000045;9.137500000000045;[9.137500000000045];1140;1996-09-11;1996;9;1996-09-12;9;1996-09-12;6335050;RHINE RIVER
639;639;1;9;17.331249999999955;17.331249999999955;17.331249999999955;[17.331249999999955];1050;1996-09-21;1996;9;1996-09-22;9;1996-09-22;6335050;RHINE RIVER
640;640;1;1;6.0;6.0;6.0;[6.0];1060;1996-09-23;1996;9;1996-09-24;9;1996-09-24;6335050;RHINE RIVER
641;641;4;20;29.342187500000023;41.36875000000009;117.36875000000009;[20.0, 28.0, 41.36875000000009, 28.0];1000;1996-10-14;1996;10;1996-10-20;10;1996-10-18;6335050;RHINE RIVER
642;642;9;87;167.34768518518518;252.75;1506.1291666666666;[80.0, 178.0, 170.0, 204.0, 130.0, 252.75, 184.0, 209.4375, 97.9416666666666];1230;1997-01-13;1997;1;1997-01-27;1;1997-01-22;6335050;RHINE RIVER
643;643;1;13;8.0;8.0;8.0;[8.0];1450;1997-02-04;1997;2;1997-02-05;2;1997-02-05;6335050;RHINE RIVER
644;644;19;66;213.2923245614035;294.0;4052.5541666666663;[28.0, 150.0, 150.71041666666656, 178.60833333333335, 226.0, 248.0, 250.0, 268.66666666666674, 262.875, 276.75, 268.67291666666665, 271.49166666666656, 294.0, 290.0, 263.70000000000005, 231.5999999999999, 195.47916666666652, 148.0, 50.0];1170;1997-04-12;1997;4;1997-05-12;5;1997-05-01;6335050;RHINE RIVER
645;645;1;30;26.0;26.0;26.0;[26.0];1510;1997-05-31;1997;5;1997-05-31;5;1997-06-01;6335050;RHINE RIVER
646;646;13;0;122.53782051282052;210.0;1592.9916666666668;[58.0, 110.0, 141.5999999999999, 168.0, 210.0, 193.83333333333348, 160.0, 128.0, 90.0, 60.0, 100.0, 76.0, 97.5583333333334];1370;1997-06-01;1997;6;1997-06-18;6;1997-06-14;6335050;RHINE RIVER
647;647;4;105;83.6328125;123.53125;334.53125;[28.0, 76.0, 107.0, 123.53125];952;1997-09-27;1997;9;1997-10-03;10;1997-10-01;6335050;RHINE RIVER
648;648;11;0;125.76041666666669;173.3458333333333;1383.3645833333335;[116.0, 127.0, 119.0, 135.07500000000005, 132.0, 169.0, 169.0, 173.3458333333333, 170.94375000000014, 64.0, 8.0];846;1997-10-01;1997;10;1997-10-19;10;1997-10-12;6335050;RHINE RIVER
649;649;7;20;65.41577380952381;111.76874999999995;457.9104166666667;[25.800000000000068, 47.2791666666667, 80.0625, 87.0, 111.76874999999995, 99.20000000000005, 6.7999999999999545];895;1997-11-01;1997;11;1997-11-12;11;1997-11-08;6335050;RHINE RIVER
650;650;4;19;94.02812499999999;137.08124999999995;376.11249999999995;[35.0, 99.03125, 105.0, 137.08124999999995];945;1997-11-27;1997;11;1997-12-03;12;1997-12-01;6335050;RHINE RIVER
651;651;12;0;123.09513888888891;192.0;1477.1416666666669;[117.79999999999995, 100.0, 106.0, 134.0, 99.81666666666683, 82.0, 116.0, 146.0, 166.0, 192.0, 182.0, 35.52500000000009];983;1997-12-01;1997;12;1997-12-22;12;1997-12-13;6335050;RHINE RIVER
652;652;23;54;171.8929347826087;296.29791666666665;3953.5375;[36.0, 58.0, 50.0, 106.0, 90.0, 126.0, 194.0, 206.0, 250.0, 256.0, 270.0, 236.0, 190.0, 148.0, 145.73749999999995, 192.0, 226.70000000000005, 248.2520833333333, 296.29791666666665, 288.54999999999995, 228.0, 64.0, 48.0];1170;1998-02-05;1998;2;1998-03-18;3;1998-02-28;6335050;RHINE RIVER
653;653;4;1;32.92500000000001;60.0;131.70000000000005;[12.450000000000045, 60.0, 48.0, 11.25];1380;1998-03-01;1998;3;1998-03-06;3;1998-03-05;6335050;RHINE RIVER
654;654;5;22;85.92905797101443;158.0;429.6452898550722;[30.0, 75.1916666666666, 88.86666666666656, 77.58695652173901, 158.0];1390;1998-03-27;1998;3;1998-04-04;4;1998-04-01;6335050;RHINE RIVER
655;655;4;0;152.64791666666667;188.3416666666667;610.5916666666667;[188.3416666666667, 150.0, 144.0, 128.25];1370;1998-04-01;1998;4;1998-04-05;4;1998-04-05;6335050;RHINE RIVER
656;656;17;40;146.78835784313725;230.0;2495.4020833333334;[18.0, 29.091666666666697, 50.0, 96.0, 128.0, 172.0, 198.0, 150.0, 178.19791666666674, 198.1604166666666, 220.0, 230.0, 229.95208333333335, 208.0, 148.0, 126.0, 116.0];1340;1998-05-15;1998;5;1998-06-11;6;1998-06-01;6335050;RHINE RIVER
657;657;2;0;69.0;88.0;138.0;[88.0, 50.0];1460;1998-06-01;1998;6;1998-06-03;6;1998-06-03;6335050;RHINE RIVER
658;658;9;1;137.31481481481484;203.83333333333348;1235.8333333333335;[48.0, 160.0, 203.83333333333348, 190.0, 188.0, 170.0, 150.0, 110.0, 16.0];1370;1998-06-04;1998;6;1998-06-15;6;1998-06-13;6335050;RHINE RIVER
659;659;9;9;185.8712962962963;277.35416666666674;1672.8416666666667;[16.0, 70.0, 164.7416666666668, 188.32500000000005, 235.8208333333332, 268.5999999999999, 277.35416666666674, 240.0, 212.0];1390;1998-06-22;1998;6;1998-07-06;7;1998-07-01;6335050;RHINE RIVER
660;660;14;0;199.42247023809526;299.47708333333344;2791.9145833333337;[156.0, 196.0, 238.0, 283.00833333333344, 299.47708333333344, 242.03958333333344, 173.60416666666652, 191.3395833333334, 196.3458333333333, 200.0, 242.45000000000005, 195.6500000000001, 140.0, 38.0];1330;1998-07-01;1998;7;1998-07-19;7;1998-07-15;6335050;RHINE RIVER
661;661;3;1;24.0090277777778;36.143749999999955;72.0270833333334;[18.0, 36.143749999999955, 17.88333333333344];1480;1998-07-16;1998;7;1998-07-20;7;1998-07-19;6335050;RHINE RIVER
662;662;12;1;168.1293402777778;278.0;2017.5520833333335;[5.9500000000000455, 49.875, 100.0, 127.7166666666667, 169.32708333333335, 189.20000000000005, 200.9083333333333, 226.0, 254.57500000000005, 278.0, 244.0, 172.0];1130;1998-07-20;1998;7;1998-08-09;8;1998-08-01;6335050;RHINE RIVER
663;663;26;0;256.5741185897436;398.5250000000001;6670.927083333334;[150.0, 155.70000000000005, 160.0, 138.0, 91.04166666666652, 60.0, 96.27500000000009, 188.0, 255.22291666666683, 287.6208333333334, 314.45000000000005, 331.8499999999999, 339.20000000000005, 342.95416666666665, 344.0, 332.44583333333344, 333.0, 374.0, 387.0, 390.96875, 398.5250000000001, 349.15625, 313.9333333333334, 231.57500000000005, 196.00833333333344, 110.0];890;1998-08-01;1998;8;1998-09-16;9;1998-08-27;6335050;RHINE RIVER
664;664;1;4;14.650000000000091;14.650000000000091;14.650000000000091;[14.650000000000091];1230;1998-08-31;1998;8;1998-08-31;8;1998-09-01;6335050;RHINE RIVER
665;665;6;0;51.67222222222222;86.0;310.0333333333333;[60.0, 86.0, 66.0, 30.0, 33.0958333333333, 34.9375];1140;1998-09-01;1998;9;1998-09-08;9;1998-09-07;6335050;RHINE RIVER
666;666;1;662;66.0;66.0;66.0;[66.0];1570;2000-06-30;2000;6;2000-06-30;6;2000-07-01;6335050;RHINE RIVER
667;667;3;0;98.33611111111115;123.0;295.00833333333344;[123.0, 123.0, 49.00833333333344];1493;2000-07-01;2000;7;2000-07-04;7;2000-07-04;6335050;RHINE RIVER
668;668;1;565;2.4375;2.4375;2.4375;[2.4375];1447;2002-01-20;2002;1;2002-01-21;1;2002-01-21;6335050;RHINE RIVER
669;669;3;432;18.817874396135192;41.0;56.45362318840557;[4.866666666666561, 10.586956521739012, 41.0];1507;2003-03-29;2003;3;2003-04-02;4;2003-04-01;6335050;RHINE RIVER
670;670;19;11;94.81864035087717;164.66666666666674;1801.5541666666663;[28.0, 113.0, 48.71041666666656, 76.60833333333335, 101.0, 143.0, 145.0, 164.66666666666674, 146.875, 145.75, 132.67291666666665, 115.49166666666656, 107.0, 80.0, 58.700000000000045, 27.59999999999991, 63.479166666666515, 52.0, 52.0];1346;2003-04-12;2003;4;2003-05-07;5;2003-05-01;6335050;RHINE RIVER
671;671;2;0;26.633333333333326;32.26666666666665;53.26666666666665;[32.26666666666665, 21.0];1436;2003-05-01;2003;5;2003-05-03;5;2003-05-03;6335050;RHINE RIVER
672;672;13;46;196.6801282051282;350.0;2556.8416666666667;[26.0, 64.0, 37.0, 62.0, 76.0, 112.0, 223.7416666666668, 275.32500000000005, 315.8208333333332, 327.5999999999999, 344.35416666666674, 350.0, 343.0];1289;2003-06-18;2003;6;2003-07-11;7;2003-07-01;6335050;RHINE RIVER
673;673;22;0;341.40000000000003;490.14374999999995;7510.8;[340.0, 340.0, 290.0, 226.00833333333344, 185.47708333333344, 145.03958333333344, 125.60416666666652, 180.3395833333334, 261.3458333333333, 324.0, 402.45000000000005, 414.6500000000001, 412.0, 454.0, 471.0333333333333, 481.0, 490.14374999999995, 462.88333333333344, 439.0, 407.95000000000005, 363.875, 294.0];1026;2003-07-01;2003;7;2003-08-07;8;2003-07-23;6335050;RHINE RIVER
674;674;9;0;206.19189814814817;295.9083333333333;1855.7270833333334;[232.7166666666667, 274.32708333333335, 268.20000000000005, 295.9083333333333, 205.0, 155.57500000000005, 148.0, 129.0, 147.0];1115;2003-07-23;2003;7;2003-08-03;8;2003-08-01;6335050;RHINE RIVER
